"BaseIdentifier","Action","Identifier","Title","KeptIdentifier","KeptTitle"
"a8b_Mario_Bros._1983","REMOVE","a8b_Mario_Bros._1983_Atari_US_a_5200_req_OSb_k_file","Mario Bros.","a8b_Mario_Bros._1983_Atari_US_5200_req_OSb","Mario Bros."
"a8b_Mario_Bros._1983","REMOVE","a8b_Mario_Bros._1983_Atari_US_a2_5200_req_OSb_k_file","Mario Bros.","a8b_Mario_Bros._1983_Atari_US_5200_req_OSb","Mario Bros."
"a8b_Mario_Bros._1983","REMOVE","a8b_Mario_Bros._1983_Atari_US_t_5200","Mario Bros.","a8b_Mario_Bros._1983_Atari_US_5200_req_OSb","Mario Bros."
"a8b_221B_Baker_Street","REMOVE","a8b_221B_Baker_Street_Case_Library_2_1987_Datasoft_US","221B Baker Street: Case Library #2","a8b_221B_Baker_Street_Case_Library_1_1987_Datasoft_US","221B Baker Street: Case Library #1"
"zx_Valkyrie_17_1984","REMOVE","zx_Valkyrie_17_1984_The_Ramjam_Corporation_a","Valkyrie 17","zx_Valkyrie_17_1984_The_Ramjam_Corporation","Valkyrie 17"
"zx_Valkyrie_17_1984","REMOVE","zx_Valkyrie_17_1984_The_Ramjam_Corporation_a2","Valkyrie 17","zx_Valkyrie_17_1984_The_Ramjam_Corporation","Valkyrie 17"
"zx_Valkyrie_17_1984","REMOVE","zx_Valkyrie_17_1984_The_Ramjam_Corporation_a3","Valkyrie 17","zx_Valkyrie_17_1984_The_Ramjam_Corporation","Valkyrie 17"
"zx_Subsunk_II_Seabase","REMOVE","zx_Subsunk_II_Seabase_Delta_1985_Firebird_Software_a","Subsunk II - Seabase Delta","zx_Subsunk_II_Seabase_Delta_1985_Firebird_Software","Subsunk II - Seabase Delta"
"zx_Subsunk_II_Seabase","REMOVE","zx_Subsunk_II_Seabase_Delta_1985_Firebird_Software_a2","Subsunk II - Seabase Delta","zx_Subsunk_II_Seabase_Delta_1985_Firebird_Software","Subsunk II - Seabase Delta"
"zx_Subsunk_II_Seabase","REMOVE","zx_Subsunk_II_Seabase_Delta_1985_Firebird_Software_a3","Subsunk II - Seabase Delta","zx_Subsunk_II_Seabase_Delta_1985_Firebird_Software","Subsunk II - Seabase Delta"
"a8b_Eidolon_The_v1.1","REMOVE","a8b_Eidolon_The_v1.1_1985_Epyx_US_a","The Eidolon v1.1","a8b_Eidolon_The_v1.1_1985_Epyx_US","The Eidolon v1.1"
"a8b_Eidolon_The_v1.1","REMOVE","a8b_Eidolon_The_v1.1_1985_Epyx_US_a2","The Eidolon v1.1","a8b_Eidolon_The_v1.1_1985_Epyx_US","The Eidolon v1.1"
"a8b_Eidolon_The_v1.1","REMOVE","a8b_Eidolon_The_v1.1_1985_Epyx_US_a3","The Eidolon v1.1","a8b_Eidolon_The_v1.1_1985_Epyx_US","The Eidolon v1.1"
"a8b_Eidolon_The_v1.1","REMOVE","a8b_Eidolon_The_v1.1_1985_Epyx_US_a4","The Eidolon v1.1","a8b_Eidolon_The_v1.1_1985_Epyx_US","The Eidolon v1.1"
"zx_Terror_of_the","REMOVE","zx_Terror_of_the_Deep_1987_Mirrorsoft_a","Terror of the Deep","zx_Terror_of_the_Deep_1987_Mirrorsoft","Terror of the Deep"
"zx_Helm_The_1985","REMOVE","zx_Helm_The_1985_Firebird_Software_a","Helm, The","zx_Helm_The_1985_Firebird_Software","Helm, The"
"zx_BMX_Ninja_1988","REMOVE","zx_BMX_Ninja_1988_Alternative_Software_a","BMX Ninja","zx_BMX_Ninja_1988_Alternative_Software","BMX Ninja"
"a8b_Arena_3000_1982","REMOVE","a8b_Arena_3000_1982_Med_Systems_US_k_file","Arena 3000","a8b_Arena_3000_1982_Med_Systems_US_a_k_file","Arena 3000"
"a8b_Star_Trek_1983","REMOVE","a8b_Star_Trek_1983_Sega_US_noATR_k_file","Star Trek","a8b_Star_Trek_1983_Sega_US_k_file","Star Trek"
"zx_Return_to_Oz","REMOVE","zx_Return_to_Oz_1986_U.S._Gold_a","Return to Oz","zx_Return_to_Oz_1986_U.S._Gold","Return to Oz"
"zx_Computer_Scrabble_1983","REMOVE","zx_Computer_Scrabble_1983_Sinclair_Research_a","Computer Scrabble","zx_Computer_Scrabble_1983_Sinclair_Research","Computer Scrabble"
"zx_Hong_Kong_Phooey","REMOVE","zx_Hong_Kong_Phooey_1990_Hi_Tec_Software_a","Hong Kong Phooey","zx_Hong_Kong_Phooey_1990_Hi_Tec_Software","Hong Kong Phooey"
"zx_Hong_Kong_Phooey","REMOVE","zx_Hong_Kong_Phooey_1990_Hi_Tec_Software_a2","Hong Kong Phooey","zx_Hong_Kong_Phooey_1990_Hi_Tec_Software","Hong Kong Phooey"
"zx_Artura_1989_Gremlin","REMOVE","zx_Artura_1989_Gremlin_Graphics_Software_a","Artura","zx_Artura_1989_Gremlin_Graphics_Software","Artura"
"zx_Artura_1989_Gremlin","REMOVE","zx_Artura_1989_Gremlin_Graphics_Software_a2","Artura","zx_Artura_1989_Gremlin_Graphics_Software","Artura"
"zx_Artura_1989_Gremlin","REMOVE","zx_Artura_1989_Gremlin_Graphics_Software_a3","Artura","zx_Artura_1989_Gremlin_Graphics_Software","Artura"
"zx_Reckless_Rufus_1992","REMOVE","zx_Reckless_Rufus_1992_Alternative_Software_128K","Reckless Rufus","zx_Reckless_Rufus_1992_Alternative_Software","Reckless Rufus"
"zx_Reckless_Rufus_1992","REMOVE","zx_Reckless_Rufus_1992_Alternative_Software_a","Reckless Rufus","zx_Reckless_Rufus_1992_Alternative_Software","Reckless Rufus"
"zx_Renegade_1987_Imagine","REMOVE","zx_Renegade_1987_Imagine_Software_128K","Renegade","zx_Renegade_1987_Imagine_Software","Renegade"
"zx_Renegade_1987_Imagine","REMOVE","zx_Renegade_1987_Imagine_Software_a","Renegade","zx_Renegade_1987_Imagine_Software","Renegade"
"zx_Renegade_1987_Imagine","REMOVE","zx_Renegade_1987_Imagine_Software_a_128K","Renegade","zx_Renegade_1987_Imagine_Software","Renegade"
"zx_Renegade_1987_Imagine","REMOVE","zx_Renegade_1987_Imagine_Software_a2","Renegade","zx_Renegade_1987_Imagine_Software","Renegade"
"zx_Adventure_B_Inca","REMOVE","zx_Adventure_B_Inca_Curse_1982_Artic_Computing_a_16K","Adventure B - Inca Curse","zx_Adventure_B_Inca_Curse_1982_Artic_Computing_16K","Adventure B - Inca Curse"
"zx_Adventure_B_Inca","REMOVE","zx_Adventure_B_Inca_Curse_1982_Artic_Computing_a2_16K","Adventure B - Inca Curse","zx_Adventure_B_Inca_Curse_1982_Artic_Computing_16K","Adventure B - Inca Curse"
"zx_Adventure_B_Inca","REMOVE","zx_Adventure_B_Inca_Curse_1982_Artic_Computing_a3_16K","Adventure B - Inca Curse","zx_Adventure_B_Inca_Curse_1982_Artic_Computing_16K","Adventure B - Inca Curse"
"zx_Adventure_B_Inca","REMOVE","zx_Adventure_B_Inca_Curse_1982_Artic_Computing_a4_16K","Adventure B - Inca Curse","zx_Adventure_B_Inca_Curse_1982_Artic_Computing_16K","Adventure B - Inca Curse"
"zx_Adventure_B_Inca","REMOVE","zx_Adventure_B_Inca_Curse_1982_Artic_Computing_a5_16K","Adventure B - Inca Curse","zx_Adventure_B_Inca_Curse_1982_Artic_Computing_16K","Adventure B - Inca Curse"
"zx_Adventure_B_Inca","REMOVE","zx_Adventure_B_Inca_Curse_1982_Artic_Computing_a6_16K","Adventure B - Inca Curse","zx_Adventure_B_Inca_Curse_1982_Artic_Computing_16K","Adventure B - Inca Curse"
"zx_Saboteur_II_Avenging","REMOVE","zx_Saboteur_II_Avenging_Angel_1987_Durell_Software_128K","Saboteur II - Avenging Angel","zx_Saboteur_II_Avenging_Angel_1987_Durell_Software","Saboteur II - Avenging Angel"
"zx_Saboteur_II_Avenging","REMOVE","zx_Saboteur_II_Avenging_Angel_1987_Durell_Software_a","Saboteur II - Avenging Angel","zx_Saboteur_II_Avenging_Angel_1987_Durell_Software","Saboteur II - Avenging Angel"
"zx_Saboteur_II_Avenging","REMOVE","zx_Saboteur_II_Avenging_Angel_1987_Durell_Software_a_128K","Saboteur II - Avenging Angel","zx_Saboteur_II_Avenging_Angel_1987_Durell_Software","Saboteur II - Avenging Angel"
"zx_Saboteur_II_Avenging","REMOVE","zx_Saboteur_II_Avenging_Angel_1987_Durell_Software_a2","Saboteur II - Avenging Angel","zx_Saboteur_II_Avenging_Angel_1987_Durell_Software","Saboteur II - Avenging Angel"
"zx_Saboteur_II_Avenging","REMOVE","zx_Saboteur_II_Avenging_Angel_1987_Durell_Software_a2_128K","Saboteur II - Avenging Angel","zx_Saboteur_II_Avenging_Angel_1987_Durell_Software","Saboteur II - Avenging Angel"
"zx_Saboteur_II_Avenging","REMOVE","zx_Saboteur_II_Avenging_Angel_1987_Durell_Software_a3","Saboteur II - Avenging Angel","zx_Saboteur_II_Avenging_Angel_1987_Durell_Software","Saboteur II - Avenging Angel"
"zx_Saboteur_II_Avenging","REMOVE","zx_Saboteur_II_Avenging_Angel_1987_Durell_Software_a3_128K","Saboteur II - Avenging Angel","zx_Saboteur_II_Avenging_Angel_1987_Durell_Software","Saboteur II - Avenging Angel"
"zx_Saboteur_II_Avenging","REMOVE","zx_Saboteur_II_Avenging_Angel_1987_Durell_Software_a4","Saboteur II - Avenging Angel","zx_Saboteur_II_Avenging_Angel_1987_Durell_Software","Saboteur II - Avenging Angel"
"zx_Saboteur_II_Avenging","REMOVE","zx_Saboteur_II_Avenging_Angel_1987_Durell_Software_pl","Saboteur II - Avenging Angel","zx_Saboteur_II_Avenging_Angel_1987_Durell_Software","Saboteur II - Avenging Angel"
"zx_Saboteur_II_Avenging","REMOVE","zx_Saboteur_II_Avenging_Angel_1987_Durell_Software_pl_a","Saboteur II - Avenging Angel","zx_Saboteur_II_Avenging_Angel_1987_Durell_Software","Saboteur II - Avenging Angel"
"zx_Saboteur_II_Avenging","REMOVE","zx_Saboteur_II_Avenging_Angel_1987_Durell_Software_t","Saboteur II - Avenging Angel","zx_Saboteur_II_Avenging_Angel_1987_Durell_Software","Saboteur II - Avenging Angel"
"zx_Mordons_Quest_1985","REMOVE","zx_Mordons_Quest_1985_Melbourne_House_a","Mordon's Quest","zx_Mordons_Quest_1985_Melbourne_House","Mordon's Quest"
"zx_Mordons_Quest_1985","REMOVE","zx_Mordons_Quest_1985_Melbourne_House_a2","Mordon's Quest","zx_Mordons_Quest_1985_Melbourne_House","Mordon's Quest"
"a8b_NATO_Commander_1983","REMOVE","a8b_NATO_Commander_1983_MicroProse_US_a","NATO Commander","a8b_NATO_Commander_1983_MicroProse_US","NATO Commander"
"a8b_NATO_Commander_1983","REMOVE","a8b_NATO_Commander_1983_MicroProse_US_k_file","NATO Commander","a8b_NATO_Commander_1983_MicroProse_US","NATO Commander"
"Big_Mac_The_Mad","REMOVE","Big_Mac_The_Mad_Maintenance_Man_Lampista_El_1985_Mastertronic_es_h_Stars","El Big Mac The Mad Maintenance Man Lampista","Big_Mac_The_Mad_Maintenance_Man_1985_Mastertronic","Big Mac: The Mad Maintenance Man"
"zx_Hocus_Focus_1986","REMOVE","zx_Hocus_Focus_1986_Quicksilva_a","Hocus Focus","zx_Hocus_Focus_1986_Quicksilva","Hocus Focus"
"a8b_Zork_I_The","REMOVE","a8b_Zork_I_The_Great_Underground_Empire_1982_Infocom_US_a","Zork I: The Great Underground Empire","a8b_Zork_I_The_Great_Underground_Empire_1982_Infocom_US","Zork I: The Great Underground Empire"
"a8b_Zork_I_The","REMOVE","a8b_Zork_I_The_Great_Underground_Empire_1983_Infocom_US","Zork I: The Great Underground Empire","a8b_Zork_I_The_Great_Underground_Empire_1982_Infocom_US","Zork I: The Great Underground Empire"
"zx_Battle_Field_1988","REMOVE","zx_Battle_Field_1988_Atlantis_Software_a","Battle Field","zx_Battle_Field_1988_Atlantis_Software","Battle Field"
"zx_Battle_Field_1988","REMOVE","zx_Battle_Field_1988_Atlantis_Software_a2","Battle Field","zx_Battle_Field_1988_Atlantis_Software","Battle Field"
"zx_Subbuteo_The_Computer","REMOVE","zx_Subbuteo_The_Computer_Game_1990_Electronic_Zoo_128K","Subbuteo - The Computer Game","zx_Subbuteo_The_Computer_Game_1990_Electronic_Zoo","Subbuteo - The Computer Game"
"zx_Animated_Strip_Poker","REMOVE","zx_Animated_Strip_Poker_1985_Knightsoft_a","Animated Strip Poker","zx_Animated_Strip_Poker_1985_Knightsoft","Animated Strip Poker"
"zx_Animated_Strip_Poker","REMOVE","zx_Animated_Strip_Poker_1985_Knightsoft_a2","Animated Strip Poker (1985)(Knightsoft)","zx_Animated_Strip_Poker_1985_Knightsoft","Animated Strip Poker"
"zx_Animated_Strip_Poker","REMOVE","zx_Animated_Strip_Poker_1985_Knightsoft_a3","Animated Strip Poker","zx_Animated_Strip_Poker_1985_Knightsoft","Animated Strip Poker"
"zx_North_Star_1988","REMOVE","zx_North_Star_1988_Gremlin_Graphics_Software_a","North Star","zx_North_Star_1988_Gremlin_Graphics_Software","North Star"
"zx_Wulfpack_1988_Blue","REMOVE","zx_Wulfpack_1988_Blue_Ribbon_Software_a","Wulfpack","zx_Wulfpack_1988_Blue_Ribbon_Software","Wulfpack"
"zx_Johnny_Reb_1983","REMOVE","zx_Johnny_Reb_1983_MC_Lothlorien_a","Johnny Reb","zx_Johnny_Reb_1983_MC_Lothlorien","Johnny Reb"
"zx_Johnny_Reb_1983","REMOVE","zx_Johnny_Reb_1983_MC_Lothlorien_a2","Johnny Reb","zx_Johnny_Reb_1983_MC_Lothlorien","Johnny Reb"
"a8b_Sidewinder_II_1989","REMOVE","a8b_Sidewinder_II_1989_Mastertronic_GB_cr_Burton_Bandit_k_file","Sidewinder II","a8b_Sidewinder_II_1989_Mastertronic_GB_cr_Burton_Bandit_a_k_file","Sidewinder II"
"a8b_Sidewinder_II_1989","REMOVE","a8b_Sidewinder_II_1989_Mastertronic_GB_cr_Mr._Bacardi_a","Sidewinder II","a8b_Sidewinder_II_1989_Mastertronic_GB_cr_Burton_Bandit_a_k_file","Sidewinder II"
"a8b_Sidewinder_II_1989","REMOVE","a8b_Sidewinder_II_1989_Mastertronic_GB_cr_Mr._Bacardi_a_k_file","Sidewinder II","a8b_Sidewinder_II_1989_Mastertronic_GB_cr_Burton_Bandit_a_k_file","Sidewinder II"
"a8b_Sidewinder_II_1989","REMOVE","a8b_Sidewinder_II_1989_Mastertronic_GB_cr_Mr._Bacardi_k_file","Sidewinder II","a8b_Sidewinder_II_1989_Mastertronic_GB_cr_Burton_Bandit_a_k_file","Sidewinder II"
"a8b_Asylum_The_v3.0c","REMOVE","a8b_Asylum_The_v3.0c_198x_William_F._Denman_Jr._a","The Asylum v3.0c","a8b_Asylum_The_v3.0c_198x_William_F._Denman_Jr.","The Asylum v3.0c"
"a8b_Asylum_The_v3.0c","REMOVE","a8b_Asylum_The_v3.0c_198x_William_F._Denman_Jr._a2","The Asylum v3.0c","a8b_Asylum_The_v3.0c_198x_William_F._Denman_Jr.","The Asylum v3.0c"
"a8b_Asylum_The_v3.0c","REMOVE","a8b_Asylum_The_v3.0c_198x_William_F._Denman_Jr._a3","The Asylum v3.0c","a8b_Asylum_The_v3.0c_198x_William_F._Denman_Jr.","The Asylum v3.0c"
"a8b_Asylum_The_v3.0c","REMOVE","a8b_Asylum_The_v3.0c_198x_William_F._Denman_Jr._b_title","The Asylum v3.0c","a8b_Asylum_The_v3.0c_198x_William_F._Denman_Jr.","The Asylum v3.0c"
"a8b_Super_Bunny_1984","REMOVE","a8b_Super_Bunny_1984_Datamost_US_a_k_file","Super Bunny","a8b_Super_Bunny_1984_Datamost_US","Super Bunny"
"a8b_Super_Bunny_1984","REMOVE","a8b_Super_Bunny_1984_Datamost_US_k_file","Super Bunny","a8b_Super_Bunny_1984_Datamost_US","Super Bunny"
"zx_Guardian_Angel_The","REMOVE","zx_Guardian_Angel_The_1990_Dinamic_Software_aka_Freddy_Hardest_in_South_Manhattan.z","Guardian Angel, The","zx_Guardian_Angel_The_1990_Dinamic_Software_a_aka_Freddy_Hardest_in_South_Manhattan","Guardian Angel, The"
"zx_Cosmic_Cruiser_1984","REMOVE","zx_Cosmic_Cruiser_1984_Imagine_Software_a","Cosmic Cruiser","zx_Cosmic_Cruiser_1984_Imagine_Software","Cosmic Cruiser"
"zx_Cosmic_Cruiser_1984","REMOVE","zx_Cosmic_Cruiser_1984_Imagine_Software_a2","Cosmic Cruiser","zx_Cosmic_Cruiser_1984_Imagine_Software","Cosmic Cruiser"
"zx_Cosmic_Cruiser_1984","REMOVE","zx_Cosmic_Cruiser_1984_Imagine_Software_a3","Cosmic Cruiser","zx_Cosmic_Cruiser_1984_Imagine_Software","Cosmic Cruiser"
"zx_Trans_Atlantic_Balloon","REMOVE","zx_Trans_Atlantic_Balloon_Challenge_1987_Virgin_Games_a","Trans-Atlantic Balloon Challenge","zx_Trans_Atlantic_Balloon_Challenge_1987_Virgin_Games","Trans-Atlantic Balloon Challenge"
"a8b_Espial_1984_Tigervision","REMOVE","a8b_Espial_1984_Tigervision_US_h_Steve_Bruce_k_file","Espial","a8b_Espial_1984_Tigervision_US_h_NEWsoftwarecrew_k_file","Espial"
"a8b_Espial_1984_Tigervision","REMOVE","a8b_Espial_1984_Tigervision_US_h_Steve_Bruce_noATR_k_file","Espial","a8b_Espial_1984_Tigervision_US_h_NEWsoftwarecrew_k_file","Espial"
"zx_American_3D_Pool","REMOVE","zx_American_3D_Pool_1992_Zeppelin_Games_a","American 3D Pool","zx_American_3D_Pool_1992_Zeppelin_Games","American 3D Pool"
"a8b_Jet_Boot_Jack","REMOVE","a8b_Jet_Boot_Jack_1983_English_Software_GB_a","Jet Boot Jack","a8b_Jet_Boot_Jack_1983_English_Software_GB","Jet Boot Jack"
"a8b_Jet_Boot_Jack","REMOVE","a8b_Jet_Boot_Jack_1983_English_Software_GB_a_k_file","Jet Boot Jack","a8b_Jet_Boot_Jack_1983_English_Software_GB","Jet Boot Jack"
"a8b_Jet_Boot_Jack","REMOVE","a8b_Jet_Boot_Jack_1983_English_Software_GB_k_file","Jet Boot Jack","a8b_Jet_Boot_Jack_1983_English_Software_GB","Jet Boot Jack"
"a8b_Jet_Boot_Jack","REMOVE","a8b_Jet_Boot_Jack_1983_English_Software_GB_req_OSb_k_file","Jet Boot Jack","a8b_Jet_Boot_Jack_1983_English_Software_GB","Jet Boot Jack"
"a8b_Jet_Boot_Jack","REMOVE","a8b_Jet_Boot_Jack_1983_English_Software_GB_t","Jet Boot Jack","a8b_Jet_Boot_Jack_1983_English_Software_GB","Jet Boot Jack"
"a8b_Jet_Boot_Jack","REMOVE","a8b_Jet_Boot_Jack_1983_English_Software_GB_t_a","Jet Boot Jack","a8b_Jet_Boot_Jack_1983_English_Software_GB","Jet Boot Jack"
"zx_Barry_McGuigan_World","REMOVE","zx_Barry_McGuigan_World_Championship_Boxing_1985_Gamestar_a","Barry McGuigan World Championship Boxing","zx_Barry_McGuigan_World_Championship_Boxing_1985_Gamestar","Barry McGuigan World Championship Boxing"
"zx_Barry_McGuigan_World","REMOVE","zx_Barry_McGuigan_World_Championship_Boxing_1985_Gamestar_a2","Barry McGuigan World Championship Boxing","zx_Barry_McGuigan_World_Championship_Boxing_1985_Gamestar","Barry McGuigan World Championship Boxing"
"zx_Barry_McGuigan_World","REMOVE","zx_Barry_McGuigan_World_Championship_Boxing_1985_Gamestar_a3","Barry McGuigan World Championship Boxing","zx_Barry_McGuigan_World_Championship_Boxing_1985_Gamestar","Barry McGuigan World Championship Boxing"
"zx_Barry_McGuigan_World","REMOVE","zx_Barry_McGuigan_World_Championship_Boxing_1985_Gamestar_a4","Barry McGuigan World Championship Boxing","zx_Barry_McGuigan_World_Championship_Boxing_1985_Gamestar","Barry McGuigan World Championship Boxing"
"zx_Barry_McGuigan_World","REMOVE","zx_Barry_McGuigan_World_Championship_Boxing_1985_Gamestar_a5","Barry McGuigan World Championship Boxing","zx_Barry_McGuigan_World_Championship_Boxing_1985_Gamestar","Barry McGuigan World Championship Boxing"
"zx_Bongo_1984_Anirog","REMOVE","zx_Bongo_1984_Anirog_Software_speech","Bongo","zx_Bongo_1984_Anirog_Software_a_speech","Bongo"
"zx_Hobbit_The_v1.2","REMOVE","zx_Hobbit_The_v1.2_1982_Melbourne_House_a","Hobbit, The v1.2","zx_Hobbit_The_v1.2_1982_Melbourne_House","Hobbit, The v1.2"
"a8b_Hacker_1985_Activision","REMOVE","a8b_Hacker_1985_Activision_cr_N.A.P.O._k_file","Hacker","a8b_Hacker_1985_Activision","Hacker"
"a8b_Hacker_1985_Activision","REMOVE","a8b_Hacker_1985_Activision_k_file","Hacker","a8b_Hacker_1985_Activision","Hacker"
"a8b_Leader_Board_1986","REMOVE","a8b_Leader_Board_1986_Access_Software_US_a_k_file","Leader Board","a8b_Leader_Board_1986_Access_Software_US","Leader Board"
"a8b_Leader_Board_1986","REMOVE","a8b_Leader_Board_1986_Access_Software_US_cr_Gandalf_Software","Leader Board","a8b_Leader_Board_1986_Access_Software_US","Leader Board"
"a8b_Leader_Board_1986","REMOVE","a8b_Leader_Board_1986_Access_Software_US_cr_N.A.P.O.","Leader Board","a8b_Leader_Board_1986_Access_Software_US","Leader Board"
"a8b_Leader_Board_1986","REMOVE","a8b_Leader_Board_1986_Access_Software_US_cr_N.A.P.O._a","Leader Board","a8b_Leader_Board_1986_Access_Software_US","Leader Board"
"a8b_Leader_Board_1986","REMOVE","a8b_Leader_Board_1986_Access_Software_US_k_file","Leader Board","a8b_Leader_Board_1986_Access_Software_US","Leader Board"
"zx_Jail_Break_1987","REMOVE","zx_Jail_Break_1987_Konami_a","Jail Break","zx_Jail_Break_1987_Konami","Jail Break"
"zx_Dynamite_Dan_1985","REMOVE","zx_Dynamite_Dan_1985_Mirrorsoft_a","Dynamite Dan","zx_Dynamite_Dan_1985_Mirrorsoft","Dynamite Dan"
"zx_Dynamite_Dan_1985","REMOVE","zx_Dynamite_Dan_1985_Mirrorsoft_a2","Dynamite Dan","zx_Dynamite_Dan_1985_Mirrorsoft","Dynamite Dan"
"zx_Mentor_1987_The","REMOVE","zx_Mentor_1987_The_Firm_a","Mentor","zx_Mentor_1987_The_Firm","Mentor"
"zx_Herberts_Dummy_Run","REMOVE","zx_Herberts_Dummy_Run_1985_Mikro_Gen_a","Herbert's Dummy Run","zx_Herberts_Dummy_Run_1985_Mikro_Gen","Herbert's Dummy Run"
"zx_Herberts_Dummy_Run","REMOVE","zx_Herberts_Dummy_Run_1985_Mikro_Gen_a2","Herbert's Dummy Run","zx_Herberts_Dummy_Run_1985_Mikro_Gen","Herbert's Dummy Run"
"zx_Witch_Hunt_1987","REMOVE","zx_Witch_Hunt_1987_Zenobi_Software_re_release","Witch Hunt","zx_Witch_Hunt_1987_Zenobi_Software_a_re_release","Witch Hunt"
"zx_Inspector_Gadget_and","REMOVE","zx_Inspector_Gadget_and_the_Circus_of_Fear_1987_Melbourne_House_a","Inspector Gadget and the Circus of Fear","zx_Inspector_Gadget_and_the_Circus_of_Fear_1987_Melbourne_House","Inspector Gadget and the Circus of Fear"
"a8b_Castle_Wolfenstein_1983","REMOVE","a8b_Castle_Wolfenstein_1983_Muse_US","Castle Wolfenstein","a8b_Castle_Wolfenstein_1983_MUSE_Software_US","Castle Wolfenstein"
"a8b_Castle_Wolfenstein_1983","REMOVE","a8b_Castle_Wolfenstein_1983_Muse_US_a","Castle Wolfenstein","a8b_Castle_Wolfenstein_1983_MUSE_Software_US","Castle Wolfenstein"
"zx_Ballblazer_1986_Activision","REMOVE","zx_Ballblazer_1986_Activision_128K","Ballblazer","zx_Ballblazer_1986_Activision","Ballblazer"
"a8b_Kupiec_1993_ASF","REMOVE","a8b_Kupiec_1993_ASF_PL_h_GSL_k_file","Kupiec","a8b_Kupiec_1993_ASF_PL_cr_KSL_k_file","Kupiec"
"a8b_Kupiec_1993_ASF","REMOVE","a8b_Kupiec_1993_ASF_PL_h_GSL_KSL","Kupiec","a8b_Kupiec_1993_ASF_PL_cr_KSL_k_file","Kupiec"
"a8b_Kupiec_1993_ASF","REMOVE","a8b_Kupiec_1993_ASF_PL_h_MBsoft_tr_cs_k_file","Kupiec","a8b_Kupiec_1993_ASF_PL_cr_KSL_k_file","Kupiec"
"zx_Snodgits_1985_Creative","REMOVE","zx_Snodgits_1985_Creative_Sparks_a","Snodgits!","zx_Snodgits_1985_Creative_Sparks","Snodgits!"
"zx_Snodgits_1985_Creative","REMOVE","zx_Snodgits_1985_Creative_Sparks_Part_1_of_5","Snodgits! (Part 1 of 5)","zx_Snodgits_1985_Creative_Sparks","Snodgits!"
"zx_Snodgits_1985_Creative","REMOVE","zx_Snodgits_1985_Creative_Sparks_Part_2_of_5","Snodgits! (Part 2 of 5)","zx_Snodgits_1985_Creative_Sparks","Snodgits!"
"zx_Snodgits_1985_Creative","REMOVE","zx_Snodgits_1985_Creative_Sparks_Part_3_of_5","Snodgits! (Part 3 of 5)","zx_Snodgits_1985_Creative_Sparks","Snodgits!"
"zx_Snodgits_1985_Creative","REMOVE","zx_Snodgits_1985_Creative_Sparks_Part_4_of_5","Snodgits! (Part 4 of 5)","zx_Snodgits_1985_Creative_Sparks","Snodgits!"
"zx_Snodgits_1985_Creative","REMOVE","zx_Snodgits_1985_Creative_Sparks_Part_5_of_5","Snodgits! (Part 5 of 5)","zx_Snodgits_1985_Creative_Sparks","Snodgits!"
"zx_Son_of_Blagger","REMOVE","zx_Son_of_Blagger_1984_Alligata_Software_a","Son of Blagger","zx_Son_of_Blagger_1984_Alligata_Software","Son of Blagger"
"zx_Wacky_Darts_1991","REMOVE","zx_Wacky_Darts_1991_Codemasters_a","Wacky Darts","zx_Wacky_Darts_1991_Codemasters","Wacky Darts"
"zx_Elite_1985_Firebird","REMOVE","zx_Elite_1985_Firebird_Software_a","Elite","zx_Elite_1985_Firebird_Software","Elite"
"zx_Elite_1985_Firebird","REMOVE","zx_Elite_1985_Firebird_Software_a2","Elite","zx_Elite_1985_Firebird_Software","Elite"
"zx_Elite_1985_Firebird","REMOVE","zx_Elite_1985_Firebird_Software_a3","Elite","zx_Elite_1985_Firebird_Software","Elite"
"zx_Elite_1985_Firebird","REMOVE","zx_Elite_1985_Firebird_Software_deadly_save","Elite","zx_Elite_1985_Firebird_Software","Elite"
"zx_Elite_1985_Firebird","REMOVE","zx_Elite_1985_Firebird_Software_ru","Elite","zx_Elite_1985_Firebird_Software","Elite"
"Time_and_Magik_Trilogy","REMOVE","Time_and_Magik_Trilogy_II_Red_Moon_1986_Level_9_Computing","Time and Magik Trilogy II Red Moon (1986)(Level 9 Computing)","Time_and_Magik_Trilogy_I_Lords_of_Time_1986_Level_9_Computing","Time and Magik Trilogy I Lords of Time (1986)(Level 9 Computing)"
"zx_Aquaplane_1983_Quicksilva","REMOVE","zx_Aquaplane_1983_Quicksilva_a","Aquaplane","zx_Aquaplane_1983_Quicksilva","Aquaplane"
